"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6161019","21156485111000253000000000U9","RUTA 1 CHAPULCO TEHUACAN",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","PRIVADA AMADO NERVO","CALLE","5 ORIENTE","ANDADOR","22","CALLE","9 SUR","505",,,,,,"COLONIA","LA PURISIMA",,,,"75784","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","012",,,,"Fijo","18.45826744","-97.38549385","2014-12"
"6165604","21156485112000134011000000U9","RUTA 29 SAN LORENZO MANANTIALES",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","PRIVADA","12 DE DICIEMBRE","CALLE","PUEBLO BONITO","PRIVADA","LAS FLORES","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","MANANTIALES",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0785","018",,,,"Fijo","18.48331632","-97.45562372","2012-06"
"6165581","21156722219001171001000000U6","RUTA 40",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","20","CALLE","17","AVENIDA","CRISTOBAL COLON","CALLE","VEINTIDOS","1420",,,,"0",,"FRACCIONAMIENTO","SANTA MARIA",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0380","020",,,,"Fijo","18.44082576","-97.40750063","2010-07"
"3259438","21156485111000031001000000U9","RUTA 43",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","31 a 50 personas","CALLE","LAZARO CARDENAS","CALLE","MIGUEL HIDALGO","CALLE","34 ORIENTE","CALLE","ALVARO OBREGON","3405",,,,"0",,"COLONIA","LOMAS DE LA SOLEDAD",,,,"75720","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0639","041",,,,"Fijo","18.4850741","-97.3891672","2010-07"
"11312818","21156485111000543000000000U3","RUTA DE COMBIS LOS ARCOS DE COCULCO AJALPAN TEHUACAN","ASOCIACION LOS ARCOS DE COCULCO AC","485210","Transporte colectivo foráneo de pasajeros de ruta fija","31 a 50 personas","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","3 NORTE","CALLE","5 NORTE","CALLE","2 ORIENTE","319",,,,,"SN","COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","004",,,,"Fijo","18.46299324","-97.39048856","2024-11"
"10355715","21156485111000493000000000U1","RUTA DE COMBIS TEHUACAN ALTEPEXI","CONCESIONARIOS INDEPENDIENTES DE ALTEPEXI AC","485210","Transporte colectivo foráneo de pasajeros de ruta fija","31 a 50 personas","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","3 NORTE","CALLE","5 NORTE","CALLE","2 ORIENTE","319",,,,,"SN","COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","004",,,,"Fijo","18.4629912","-97.39042221","2024-11"
"10505477","21156487110000043000063848S4","RUTA DE COMBIS TEHUACAN TEOTITLAN","ENLACES TERRESTRES TEOKALLI SA DE CV","487110","Transporte turístico por tierra","11 a 30 personas","PRIVADA","NINGUNO","CALLE","5 NORTE","CALLE","3 NORTE","CALLE","2 ORIENTE","319",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","004",,,,"Fijo","18.46303846","-97.39048703","2024-11"
"10965706","21156485111000502000000000U9","RUTA DE COMBIS TEHUACAN TLAXIACO","TRANSPORTES PLATINUM SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","5 SUR","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","5 ORIENTE","CALLE","CUAUHTEMOC","508",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","026",,,,"Fijo","18.45824684","-97.38952899","2024-11"
"10759197","21156485111000523000000000U5","RUTA LA ASUNCION TEHUACAN AZUMBILLA","RUTA AZUMBILLA TEHUACAN AC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","PRIVADA","NINGUNO","CALLE","3 NORTE","CALLE","5 NORTE","CALLE","2 ORIENTE","319",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","004",,,,"Fijo","18.46302767","-97.39043047","2024-11"
"6161020","21156485210000843001000000U7","RUTA SAN GABRIEL CHILAC TEHUACAN",,"485210","Transporte colectivo foráneo de pasajeros de ruta fija","31 a 50 personas","CALLE","3 ORIENTE","CALLE","NINGUNO","CALLE","5 SUR","CALLE","NINGUNO","508",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","021",,,,"Fijo","18.4607495","-97.38897158","2014-12"
"10746710","21149485111000023000000000U1","RUTA SANTIAGO MIAHUATLAN VILLA ALEGRIA TEHUACAN",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","31 a 50 personas","CALLE","6 PONIENTE","PRIVADA","NINGUNO","CALLE","15 NORTE","CALLE","2 PONIENTE   ","50",,,,,,"BARRIO","LA PURISIMA",,,,"75820","21","PUEBLA","149","Santiago Miahuatlán","0001","Santiago Miahuatlán","0085","005",,,,"Fijo","18.55413594","-97.4509099","2024-11"
"6160750","21156485111000193000000000U7","S COP DE PRODUCCION DEL AUTOTRANSPORTE DE CUAYUCATEPEC SCL","S COP DE PRODUCCION DEL AUTOTRANSPORTE DE CUAYUCATEPEC SC DE RL DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CANAL DE VALSEQUILLO","CALLE","FRANCISCO I MADERO","CALLE","TECAJETE","OTRO(ESPECIFIQUE)","NINGUNO","21",,,,,,"LOCALIDAD","MAGDALENA CUAYUCATEPEC",,,,"75853","21","PUEBLA","156","Tehuacán","0009","Magdalena Cuayucatepec","0501","015",,"TRANSPORTE.CUAYUCATEPEC@GMAIL.COM",,"Fijo","18.54752848","-97.48604847","2010-07"
"6160894","21156485111000153001000000U1","SANTA MARIA COAPAN-CENTRO",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","31 a 50 personas","AVENIDA","NACIONAL NORTE","CALLE","GENERAL VICENTE GUERRERO ORIENTE","CALLE","BENITO JUAREZ ORIENTE","CALLE","MIGUEL HIDALGO NORTE","410",,,,,,"BARRIO","SANTA MARIA COAPAN",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0910","002",,,,"Fijo","18.42883573","-97.40554762","2014-12"
"6160895","21156485210000801000000000U5","SANTIAGO COATEPEC-TEHUACAN",,"485210","Transporte colectivo foráneo de pasajeros de ruta fija","0 a 5 personas","CALLE","IGNACIO ALLENDE","PRIVADA","ALLENDE PONIENTE","PRIVADA","NINGUNO","ANDADOR","NINGUNO","104",,,,,,"COLONIA","SANTA MARIA COAPAN",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0925","038",,,,"Fijo","18.43392466","-97.40462043","2014-12"
"3402073","21156485210000851000015192S0","SOCIEDAD COOPERATIVA TECALI DE AUTOTRANSPORTES SCL","SOCIEDAD COOPERATIVA TECALI DE AUTOTRANSPORTES SC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","0 a 5 personas","CALLE","5 ORIENTE","CALLE","11 SUR","CALLE","PRIVADA 11 SUR","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","1100",,,,,,"COLONIA","LA PURISIMA",,,,"75784","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1478","010",,,,"Fijo","18.45833028","-97.38268495","2014-12"
"6165652","21156813110000193001000000U2","SOCIEDAD DE PERMISIONARIOS RUTA 19",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","REVOLUCION","PRIVADA","GARDENIAS","CALLE","27 NORTE","CALLE","NINGUNO","2134",,,,,,"COLONIA","COLONIA GUADALUPE",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1425","010",,"UGLIRA3@YAHOO.COM.MX",,"Fijo","18.4788466","-97.37490092","2012-06"
"3401987","21156485210000911011000000U2","SOCIEDAD TRANSPORTE SAN SIMON TLACUILOTEPEC","SOCIEDAD TRANSPORTE SAN SIMON TLACUILOTEPEC SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","AMADO NERVO","ANDADOR","7","ANDADOR","19","CALLE","PRIVADA DE LA 7 SUR","508",,,,,,"COLONIA","LA PURISIMA",,,,"75780","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","019",,"SOCIEDAD_SANSIMON@HOTMAIL.COM",,"Fijo","18.45783285","-97.38609769","2014-12"
"6161015","21156485210000831000000000U2","TRANSPORTE COLECTIVO FORÁNEO DE PASAJEROS DE RUTA FIJA SIN NOMBRE",,"485210","Transporte colectivo foráneo de pasajeros de ruta fija","0 a 5 personas","AVENIDA","20 PONIENTE","CALLE","MELCHOR OCAMPO","BOULEVARD","HEROE DE NACOZARI","CALLE","PRIVADA MELCHOR OCAMPO","626","2",,,,,"PUEBLO","SAN NICOLAS TETITZINTLA",,,,"75710","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0592","001",,"TURISTICOSPREMIER@HOTMAIL.COM",,"Fijo","18.47745082","-97.39953487","2014-12"
"6161014","21156485111000243001000000U0","TRANSPORTE COLECTIVO URBANO Y SUBURBANO DE PASAJEROS EN AUTOBUSES DE RUTA FIJA",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","52 ORIENTE","CALLE","PRIMERA PRIVADA LAZARO CARDENAS","PRIVADA","BENITO JUAREZ","CALLE","NINGUNO","122",,,,,,"COLONIA","SANTA CRUZ",,,,"75720","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1162","038",,,,"Fijo","18.49283327","-97.39011495","2014-12"
"6165650","21156485111000021001000000U0","TRANSPORTE COLECTIVO URBANO Y SUBURBANO DE PASAJEROS EN AUTOBUSES DE RUTA FIJA SIN NOMBRE",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","9 PONIENTE","CALLE","LAZARO CARDENAS","CALLE","BENITO JUAREZ","CALLE","NINGUNO","807",,,,,,"COLONIA","POBLADO EL RIEGO",,,,"75763","21","PUEBLA","156","Tehuacán","0001","Tehuacán","061A","009",,,,"Fijo","18.45626673","-97.40367182","2010-07"
"3258754","21156485112000101001000000U8","TRANSPORTE COLECTIVO URBANO Y SUBURBANO DE PASAJEROS EN AUTOBUSES DE RUTA FIJA SIN NOMBRE",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","0 a 5 personas","AVENIDA","PORTES GIL PONIENTE","CALLE","22 NORTE","PRIVADA","PORTES GIL","CALLE","NINGUNO","2005",,,,,,"COLONIA","SAN NICOLAS TETITZINTLA",,,,"75710","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1459","006",,"LA_MAULEON@HOTMAIL.COM",,"Fijo","18.48136032","-97.40728514","2010-07"
"9716628","21156485111000481000000000U6","TRANSPORTES TURISTICOS TEHUACAN CUICATLAN","TRANSPORTES TURISTICOS REGIONALES CUICATLAN  SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","0 a 5 personas","CALLE","5 SUR","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","5 ORIENTE","CALLE","CUAUHTEMOC","508",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","026",,,,"Fijo","18.45824684","-97.38952899","2024-11"
"10259607","21156485111000511000000000U0","TRANSPORTES TURISTICOS TEHUACAN TAMAZULAPAN","SILVANO RIOS MENDOZA ","485210","Transporte colectivo foráneo de pasajeros de ruta fija","6 a 10 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","5 ORIENTE","CALLE","3 ORIENTE","CALLE","3 SUR","329",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","037",,,,"Fijo","18.45962156","-97.39243318","2024-11"
"6514426","21156485111000181011000000U2","TRANSPORTES TURISTICOS Y URBANOS ARS","TRANSPORTES TURISTICOS Y URBANOS ARS SA DE CV","485510","Alquiler de autobuses con chofer","11 a 30 personas","CALLE","IGNACIO ALLENDE","CALLE","ABASOLO","CALLE","ALDAMA","CALLE","PIPILA","2514",,,,,,"COLONIA","LA PRADERA SANTIAGO TULA ACOQUIACO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0639","019",,,,"Fijo","18.48583363","-97.38786419","2016-01"
"3394772","21156485111000311001000000U5","TRANSPOTE PUBLICO BASE DE LA RUTA NUMERO 8",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","31 a 50 personas","CALLE","SINAI","CALLE","HUERTO DE LOS OLIVOS","CALLE","NACIONAL","CALLE","NINGUNO","0","SN",,,,,"COLONIA","RESURRECCION",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1374","045",,,,"Fijo","18.45508554","-97.42859474","2014-12"
"3395085","21156485510000021000000000U3","TURISTICOS CUAHUTEMOC","TURISTICOS CUAHUTEMOC SA DE CV","485510","Alquiler de autobuses con chofer","0 a 5 personas","AVENIDA","LIBRAMIENTO SAN LORENZO-TECNOLOGICO","CALLE","15 PONIENTE","CALLE","26 SUR","CALLE","NINGUNO","1314","SN",,,,,"COLONIA","LIBERTAD",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0658","041",,"TURISMOFLES-CUAUHTEMOC@HOTMAIL.COM",,"Fijo","18.45268179","-97.41118403","2014-12"
"3403052","21156485510000031000000000U2","TURISTICOS DELIOS",,"485510","Alquiler de autobuses con chofer","0 a 5 personas","AVENIDA","VALSEQUILLO","CALLE","FRANCISCO I. MADERO","CALLE","14 SUR","CALLE","VICTORIANO HUERTA","0","SN",,,,,"COLONIA","16 DE MARZO",,,,"75766","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1092","039",,"TOUR_DELIOS@HOTMAIL.COM",,"Fijo","18.44545323","-97.40543436","2014-12"
"3538325","21156339912000021010000000U9","UNION TURISTICA CUICATECA","UNION TURISTICA CUICATECA SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","CUAUHTEMOC","CALLE","3 SUR","CALLE","5 ORIENTE","301",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","025",,,,"Fijo","18.45754304","-97.39123881","2010-07"
"6165524","21156485111000163001000000U0","ZINACATEPEC-LIBRAM-TEHUACAN ZT","ZINACATEPEC LIBRAMIENTO TEHUACAN ","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","3 NORTE","PRIVADA","NINGUNO","CALLE","2 ORIENTE","319",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","004",,"CRISTIANOACTIVO@OUTLOOK.ES",,"Fijo","18.46297614","-97.39059436","2010-07"
"10596836","21156493119000021000000000S3","ALMACEN DE SOLUCIONES EN ABASTECIMIENTO Y LOGISTICA",,"493119","Otros servicios de almacenamiento general sin instalaciones especializadas","0 a 5 personas","BOULEVARD","JOSE MARIA MORELOS Y PAVON","BOULEVARD","JOSE MARIA MORELOS Y PAVON","BOULEVARD","JOSE MARIA MORELOS Y PAVON","CALLE","PROLONGACION DE LA 4 SUR","1914",,,,"0",,"COLONIA","INDUSTRIAL JORGE CARREÑO",,,,"75766","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1088","007",,,,"Fijo","18.44779247","-97.39581013","2024-11"
"11461225","21156492210000023000000000U7","BODEGA DE PAQUETERIA","CONEJO CORRIENDO S DE RL DE CV","492210","Servicios de mensajería y paquetería local","11 a 30 personas","CALLE","4 SUR","CALLE","19 PONIENTE","CALLE","17 PONIENTE","CALLE","MIGUEL LERDO DE TEJADA","1724",,,,,,"COLONIA","BENITO JUAREZ",,,,"75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0906","023",,,,"Fijo","18.45073293","-97.39840548","2024-11"
"11751713","21156492210000051000000000S8","CNX PROVEDORES Y PAQUETERIA","ALMACEN Y PAQUETERIA SA DE CV","492210","Servicios de mensajería y paquetería local","0 a 5 personas","BOULEVARD","ALDAMA","CALLE","JACARANDAS","CALLE","BUGAMBILIAS","CALLE","HACIENDA SANTA CRUZ","0","SN",,,"3625",,"FRACCIONAMIENTO","JARDINES DE TEHUACAN",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1124","008",,,,"Fijo","18.46053212","-97.41784732","2025-04"
"3401864","21156491110000024001041652S8","CORREOS DE MEXICO SUCURSAL TEHUACAN","CORREOS DE MEXICO ","491110","Servicios postales","11 a 30 personas","CALLE","PRIMERA DE MORELOS Y PRIMERA ORIENTE","CALLE","GENERAL JOSE MARIA MORELOS Y PAVON","PRIVADA","NINGUNO","CALLE","3 ORIENTE","101",,,,"0",,"COLONIA","CENTRO DE LA CIUDAD",,,"0","75701","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0056","034",,,,"Fijo","18.46198053","-97.39252317","2014-12"
"9241749","21156492110000211000003133S0","ENVIOS DE PAQUETERIA ENVIA","AUTOBUSES ESTRELLA BLANCA SA DE CV","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","BOULEVARD","JOSE MARIA MORELOS Y PAVON","CALLE","13 PONIENTE","CALLE","11 PONIENTE","CALLE","ISABEL LA CATÓLICA","1114",,,,"0",,"COLONIA","MORELOS",,,,"75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0893","010",,,,"Fijo","18.45371479","-97.39442849","2020-04"
"9286239","21156492110000271000000000U4","ENVIOS TEHUACAN",,"492110","Servicios de mensajería y paquetería foránea","6 a 10 personas","CALZADA","Adolfo López Mateos","CALLE","22 Norte","CALLE","26 Norte","CALLE","Privada 2 Poniente","2408",,"EDIFICIO SIN NOMBRE",,,,"COLONIA","ZONA ALTA",,"EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE","2408","75750","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0037","048",,"ENVIOSTEHUACAN@HOTMAIL.COM",,"Fijo","18.46464143","-97.4098356","2020-11"
"10548504","21156492110000361000013816S3","ESTAFETA","ESTAFETA MEXICANA SA DE CV","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","CALLE","1 NORTE","CALLE","8 ORIENTE","CALLE","CAMELIA ORIENTE","CALLE","PRIVADA DE LA 6 ORIENTE","618",,"PLAZA MONTECARLO","PLANTA BAJA","13",,"CIUDAD","COLONIA FRANCISCO SABIA","CENTRO Y PLAZA COMERCIAL","PLAZA MONTECARLO","13","75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0056","001",,,"WWW.ESTAFETA.COM","Fijo","18.46999085","-97.3928193","2024-11"
"10055299","21156492110000374000013816S6","ESTAFETA MEXICANA","ESTAFETA MEXICANA SA DE CV","492110","Servicios de mensajería y paquetería foránea","31 a 50 personas","CALZADA","ADOLFO LOPEZ MATEOS","AVENIDA","NACIONAL","CALLE","CAMINO ANTIGUO NACIONAL A PUEBLA","AVENIDA","VALSEQUILLO","420",,,,,,"CONJUNTO HABITACIONAL","EXHACIENDA SAN LORENZO",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0982","005",,,"WWW.ESTAFETA.COM","Fijo","18.46824723","-97.42020221","2024-11"
"3394235","21156492110000121000013816S1","ESTAFETA MEXICANA SA DE CV","ESTAFETA MEXICANA SA DE CV","492110","Servicios de mensajería y paquetería foránea","6 a 10 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","JOSE MARIA MORELOS NORTE","CALLE","EMILIO CARRANZA NORTE","CARRETERA","FEDERAL PONIENTE","423",,,,"0",,"COLONIA","SAN LORENZO TEOTIPILCO NORTE",,,"SN","75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0840","001",,,,"Fijo","18.4762693","-97.43403872","2014-12"
"3427658","21156492110000051000013816S0","ESTAFETA MEXICANA SA DE CV","ESTAFETA MEXICANA SA DE CV","492110","Servicios de mensajería y paquetería foránea","6 a 10 personas","AVENIDA","REFORMA NORTE","CALLE","4 PONIENTE","CALLE","6 PONIENTE","CALLE","JAZMIN","409",,,,"0",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","015",,,"WWW.ESTAFETA.COM","Fijo","18.46727164","-97.39401282","2010-07"
"3402857","21156492110000131000014008S0","FEDEX","FEDERAL EXPRESS HOLDINGS","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","CALLE","1 PONIENTE","BOULEVARD","JOSE MARIA MORELOS Y PAVON","CALLE","2 SUR","AVENIDA","INDEPENDENCIA PONIENTE","0","SN",,,"0",,"COLONIA","CENTRO",,,"SN","75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0874","012",,,,"Fijo","18.46215493","-97.39560298","2014-12"
"9241738","21156484129000433000014008S0","FEDEX","FEDERAL EXPRESS HOLDINGS MEXICO Y COMPANIA","492110","Servicios de mensajería y paquetería foránea","11 a 30 personas","CALLE","3 PONIENTE","CALLEJON","CALLEJON DEL JARRO POBLANO","CALLE","MIGUEL LERDO DE TEJADA","CALLE","5 PONIENTE",,"SN",,,," ","COLONIA","INSURGENTES",,,"SN","75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0874","004",,,"WWW.FEDEX.COM","Fijo","18.46105559","-97.39959076","2024-05"
"3402395","21156492110000111000014008S2","FEDEX","FEDERAL EXPRESS HOLDINGS","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","CALLE","5 ORIENTE","CALLE","7 SUR","CALLE","5 SUR","CALLE","3 ORIENTE","413",,,,"0",,"COLONIA","CENTRO",,,"SN","75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","021",,,,"Fijo","18.45867432","-97.38844808","2014-12"
"9647701","21156492210000033000000000U6","MOTO LITE ENVIOS TEHUACAN",,"492210","Servicios de mensajería y paquetería local","11 a 30 personas","CALLE","2 PONIENTE","CALLE","2 NORTE","CALLE","4 NORTE","CALLE","4 PONIENTE","206",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","019",,"MOTOLITE.ENVIOS@GMAIL.COM",,"Fijo","18.46506841","-97.39682274","2024-11"
"10868388","21156492110000351000004504S4","PAQUETERIA REDPACK","REDPACK SA DE CV","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","CALLE","1 NORTE","CALLE","8 ORIENTE","CALLE","CAMELIA ORIENTE","CALLE","8 ORIENTE","618",,"PLAZA MONTECARLO","PLANTA BAJA",,,"CIUDAD","COLONIA FRANCISCO SABIA","CENTRO Y PLAZA COMERCIAL","PLAZA MONTECARLO","22","75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0056","001",,"TEHUACAN@REDPACK.COM.MX","WWW.REDPACK.COM.MX","Fijo","18.46999085","-97.3928193","2024-11"
"11324153","21156492110000381000000000U1","PORTEO TEHUACAN",,"492210","Servicios de mensajería y paquetería local","0 a 5 personas","CALLE","10","CALLE","SIETE","AVENIDA","CRISTOBAL COLON","CALLE","12","3110",,,,,,"FRACCIONAMIENTO","SANTA MARIA",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0380","006","2383390108","SEPORTEH@GMAIL.COM",,"Fijo","18.43831964","-97.40656313","2024-11"
"6450578","21156492110000061000003126S9","PSC - TEHUACAN CENTRO","DHL EXPRESS MEXICO SA DE CV","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","AVENIDA","INDEPENDENCIA PONIENTE","CALLE","CARMEN SERDAN","CALLE","4 NORTE","CALLE","2 PONIENTE","216",,,,"0",,"COLONIA","CENTRO",,,"SN","75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","027",,,,"Fijo","18.46318642","-97.39749225","2010-07"
"3537760","21156492110000041000004504S1","REDPACK SERVICIOS DE PAQUETERIA","REDPACK SA DE CV","492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","AVENIDA","REFORMA NORTE","CALLE","2 ORIENTE","CALLE","DR RICARDO CACHO JIMENEZ","CALLE","1 NORTE","124",,,,"0",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0056","022",,,,"Fijo","18.46450739","-97.39395811","2010-07"
"3402152","21156463212000431011014026S3","SCM OPERACIONES PBA","SERVICIO CONTINENTAL DE MENSAJERIA SA DE CV","492110","Servicios de mensajería y paquetería foránea","6 a 10 personas","CALLE","4 ORIENTE","CALLE","3 NORTE","CALLEJON","JUSTO RUIZ","CALLE","DANIEL GONZÁLEZ","318",,,,"0",,"COLONIA","TEHUACAN CENTRO",,,"SN","75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","006",,,,"Fijo","18.46686431","-97.39050633","2014-12"
"11042021","21156492110000331000003168S6","SERVICIO DE PAQUETERIA ODM EXPRESS",,"492110","Servicios de mensajería y paquetería foránea","0 a 5 personas","CALLE","1 PONIENTE","CALLE","2 SUR","CALLE","4 SUR","CALLE","3 PONIENTE","223",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0874","002",,,,"Fijo","18.46218055","-97.39775455","2024-11"
"11590189","21156492210000042000000000U7","SIN ESPERAR SERVICIO DE REPARTO",,"492210","Servicios de mensajería y paquetería local","6 a 10 personas","CALLE","5 ORIENTE","AVENIDA","HEROES DE LA INDEPENDENCIA","CALLE","3 SUR","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","142","7","ANA MARIA","PLANTA BAJA","2",,"COLONIA","GUADALUPE HIDALGO","CENTRO Y PLAZA COMERCIAL","ANA MARIA","2 B","75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","024","2381165878",,,"Fijo","18.45869379","-97.39199966","2024-11"
